Disease ID,Disease Name,Val Recall-at-50,Val Mean Rank,Val Recall-at-10,Val AUROC,Val Recall-at-25,Val Mean Average Precision,Val Recall-at-100
C0002514,"Amino Acid Metabolism, Inborn Errors",0.0,4508.55,0.0,0.499378017081,0.0,6.03375331912e-05,0.0
C0027627,Neoplasm Metastasis,0.0357142857143,1528.59175824,0.0,0.879851136817,0.00714285714286,0.0183452302629,0.0857142857143
C0162557,"Liver Failure, Acute",0.183333333333,3014.1,0.0,0.68108969894,0.0,0.0103179051472,0.366666666667
C0086543,Cataract,0.316666666667,3812.01666667,0.283333333333,0.656942251734,0.316666666667,0.136374524987,0.316666666667
C1449861,"Micronuclei, Chromosome-Defective",0.35,2131.6,0.0,0.797933980222,0.1,0.0222069080496,0.6
C0546837,Malignant neoplasm of esophagus,0.3,5468.5,0.0,0.673487627095,0.2,0.0151786403256,0.35
C0085110,Severe Combined Immunodeficiency,0.7,1660.6,0.4,0.84930613571,0.7,0.107160509412,0.7
C0600467,Neurogenic Inflammation,0.2,3308.65,0.0,0.72,0.0,0.006487185594,0.3
C3714756,Intellectual Disability,0.0711538461538,6290.92884615,0.00769230769231,0.681059860967,0.0397435897436,0.011348085431,0.11858974359
C0018799,Heart Diseases,0.0,4481.925,0.0,0.592217057867,0.0,0.00229007230028,0.075
C1565489,Renal Insufficiency,0.4,1832.9,0.3,0.699501090639,0.4,0.0616187539025,0.4
C0018798,Congenital Heart Defects,0.208333333333,4793.38333333,0.0333333333333,0.647482033888,0.116666666667,0.0150651982711,0.3
C0023493,Adult T-Cell Lymphoma/Leukemia,0.216666666667,2494.25833333,0.0,0.819986295642,0.1,0.0162644447566,0.316666666667
C0026769,Multiple Sclerosis,0.0569444444444,6273.68055556,0.0,0.627194152033,0.0236111111111,0.00603881544273,0.148611111111
C0027659,"Neoplasms, Experimental",0.025,3212.9,0.025,0.719632541969,0.025,0.00747264050394,0.108333333333
C0021655,Insulin Resistance,0.09,2157.66,0.02,0.811502975499,0.065,0.0150014535648,0.325
C0005612,Birth Weight,0.0,5541.9,0.0,0.499665846754,0.0,4.64080193057e-05,0.0
C0860207,Drug-Induced Liver Injury,0.0666666666667,2689.92954545,0.00833333333333,0.74943535198,0.0166666666667,0.0149328128788,0.183333333333
C0040038,Thromboembolism,0.7,758.2,0.7,0.849672777907,0.7,0.224185231167,0.7
C0011609,Drug Eruptions,0.15,2902.3,0.0,0.598408700497,0.0,0.00657964741357,0.2
C0005283,beta Thalassemia,0.2,4227.4,0.0,0.5992226296,0.2,0.0167037930821,0.2
C0006413,Burkitt Lymphoma,0.1,6291.55,0.0,0.746643765667,0.0,0.00793843126894,0.45
C0007785,Cerebral Infarction,0.4,1533.1,0.3,0.69939666775,0.4,0.0566187539025,0.4
C0149721,Left Ventricular Hypertrophy,0.35,1067.38333333,0.2,0.788539296274,0.25,0.0429351286465,0.466666666667
C0007786,Brain Ischemia,0.116666666667,1202.65,0.0,0.859798266425,0.0,0.0184761996805,0.3
C0024141,"Lupus Erythematosus, Systemic",0.132142857143,5248.64821429,0.0535714285714,0.630364914783,0.0821428571429,0.020350226541,0.201785714286
C1861063,"TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)",0.0,3979.3,0.0,0.499658885228,0.0,4.64080193057e-05,0.0
C0021390,Inflammatory Bowel Diseases,0.0375,6448.8375,0.0125,0.637064941565,0.025,0.0065451121409,0.1
C0029408,Degenerative polyarthritis,0.0533333333333,2357.33777778,0.0,0.82105090414,0.01,0.0142852978293,0.148888888889
C0014859,Esophageal Neoplasms,0.047619047619,2502.18333333,0.0,0.836373999628,0.0166666666667,0.0111791370797,0.0785714285714
C0029401,Osteitis Deformans,0.375,5857.75,0.0,0.68604691633,0.0,0.0110357757192,0.375
C0011581,Depressive disorder,0.166666666667,3208.0,0.05,0.688463012871,0.1,0.0146734660289,0.283333333333
Mean,,0.178442336356,4320.99322792,0.0743421423401,0.682049776187,0.126846759228,0.0353963919036,0.248022580354
Median,,0.12,3898.75,0.0,0.674686687709,0.05,0.0123597141789,0.2
STD,,0.195018831547,2289.70707715,0.155911104416,0.115691788245,0.185112343559,0.0716836111709,0.200038843923
