,disease_id,disease_name,disease_size,median_comp,null_medians_comp,pvalue_comp
851,C0241772,"Reflex, Deep Tendon, Absent",92,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
852,C0158775,Congenital anomaly of spine,15,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
853,C0423757,Thin skin,47,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
854,C4023911,Aplasia/Hypoplasia of the breasts,10,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00052025 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01
855,C1855019,Psychomotor regression,93,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
856,C0151811,Subcutaneous nodule,53,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00019105
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00019185
 0.         0.         0.         0.         0.         0.
 0.         0.00032863 0.         0.         0.         0.
 0.         0.         0.00034999 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.04
857,C4021753,Abnormality of the immune system,19,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
858,C1850530,Flexion contractures of joints,92,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
859,C0220982,Ketoacidosis,10,0.0,"[0.         0.         0.         0.         0.         0.00078992
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01
860,C0151818,Opisthotonus,14,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
861,C1844947,Death in early childhood,82,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
862,C0013274,Patent ductus arteriosus,76,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
863,C0151639,Decreased fertility in females,20,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
864,C0265535,Trigonocephaly,10,0.001051169552003299,"[0.00032673 0.00076131 0.00069243 0.00043192 0.00069943 0.00077957
 0.00049128 0.00106501 0.00075554 0.00083578 0.00102635 0.001
 0.00045173 0.         0.00107711 0.00067276 0.00096887 0.00087405
 0.00068404 0.00103171 0.         0.00039481 0.00070439 0.00076579
 0.         0.00053314 0.0017421  0.00040417 0.00079101 0.00116123
 0.00111252 0.00121861 0.         0.00119045 0.         0.00046059
 0.00153689 0.00047381 0.00088823 0.00153113 0.00124968 0.00082311
 0.0007259  0.00112648 0.00065837 0.00120129 0.00159516 0.00054382
 0.0013042  0.00076139 0.00225867 0.00029127 0.00053366 0.00097111
 0.00017478 0.00106719 0.00096483 0.00049283 0.00072539 0.00096278
 0.00046099 0.0009848  0.00065687 0.00034324 0.00099372 0.00088266
 0.00093687 0.0008734  0.00064599 0.00013581 0.00013715 0.00181565
 0.00083714 0.00066517 0.         0.00075641 0.00087041 0.00055657
 0.0006092  0.00084587 0.00083489 0.00040097 0.         0.00056985
 0.00069273 0.         0.00049963 0.00122399 0.         0.00071625
 0.         0.00096862 0.00180378 0.00118575 0.00100968 0.00094218
 0.00050221 0.0010175  0.00098554 0.00125426]",0.21
865,C0151632,ESR raised,20,0.0008049241672668309,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
866,C0034885,Rectal Neoplasms,18,0.0025770406633437055,"[0.00116239 0.00071318 0.00084409 0.0005439  0.00111292 0.00102044
 0.00091619 0.00090096 0.00068881 0.00066004 0.00105627 0.00069536
 0.00094344 0.00067604 0.00084659 0.00077365 0.00168678 0.00091541
 0.0006151  0.00114135 0.00095084 0.0007467  0.00063562 0.0008104
 0.00053067 0.00104014 0.00077072 0.00078899 0.00086543 0.00087388
 0.0007579  0.00080391 0.00097062 0.00093348 0.00102813 0.00116686
 0.00045481 0.00058643 0.00057408 0.00023037 0.00100685 0.00064995
 0.00040021 0.00075929 0.00060438 0.00053883 0.00063661 0.00075185
 0.00097878 0.00081597 0.00089172 0.00064879 0.00069845 0.00081171
 0.00069728 0.00099367 0.         0.00065886 0.00108255 0.00066871
 0.0005329  0.00054968 0.00054896 0.00084669 0.00072421 0.00076642
 0.00093092 0.00089261 0.00118973 0.00094953 0.00097394 0.00081611
 0.00038218 0.00031266 0.00050407 0.         0.00054839 0.00117919
 0.00077611 0.00067049 0.00063987 0.00064236 0.00061766 0.00109752
 0.00072231 0.00053672 0.00063769 0.00123672 0.00066927 0.00136768
 0.00068233 0.00041984 0.00086835 0.00086616 0.00075072 0.00089291
 0.0003654  0.00056598 0.00078578 0.0011941 ]",0.0
867,C0034880,Hyperacusis,11,0.0002553170000752876,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.27171415e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.69384715e-04 4.32799392e-04 0.00000000e+00 1.35411939e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.78475377e-04 0.00000000e+00
 1.46198099e-04 0.00000000e+00 7.05153367e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.09893214e-04
 1.78426573e-04 1.02897013e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.17302438e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.93923436e-04 4.97917379e-04 6.31867219e-04 4.08284661e-04
 9.76943660e-04 0.00000000e+00 9.83792172e-05 0.00000000e+00
 0.00000000e+00 3.30825291e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.32372444e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.45430143e-04 6.61721755e-04 0.00000000e+00
 5.31814728e-04 6.37515859e-04 0.00000000e+00 0.00000000e+00
 4.98239157e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.18
868,C0375206,Hemiplegia and hemiparesis,38,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
869,C1142166,Brugada Syndrome (disorder),15,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
870,C1860127,Impaired T cell function,14,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
871,C1860121,Decreased testosterone in males,28,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
872,C0241703,High pitched voice,22,0.0008363028342432701,"[0.         0.         0.00035465 0.         0.00033719 0.
 0.         0.00026543 0.00040513 0.00073297 0.         0.
 0.         0.         0.0002691  0.         0.         0.
 0.00020592 0.         0.         0.         0.00048261 0.00048087
 0.         0.00034256 0.         0.00035666 0.00040235 0.
 0.00059913 0.         0.00028971 0.         0.         0.
 0.00046355 0.0007581  0.         0.         0.         0.00037634
 0.00033475 0.         0.         0.         0.         0.00086087
 0.         0.00034519 0.00035858 0.00049903 0.00028607 0.00038757
 0.00035255 0.00023959 0.00062005 0.00033343 0.         0.00022708
 0.00036772 0.         0.         0.00035961 0.00078144 0.00030346
 0.0005041  0.0004758  0.00067658 0.         0.         0.00067569
 0.00057471 0.         0.00052771 0.0003167  0.         0.0005469
 0.00040902 0.         0.00034719 0.00033538 0.         0.00025732
 0.00037046 0.         0.00044234 0.00023067 0.         0.
 0.         0.         0.00064585 0.00025528 0.         0.00039765
 0.00048151 0.00051137 0.         0.00043477]",0.01
873,C0016978,gallbladder neoplasm,10,0.0037081356650323,"[0.00065187 0.00186685 0.00140415 0.00168192 0.00171618 0.00128993
 0.0022555  0.00110544 0.00178783 0.0016427  0.00180847 0.00162376
 0.00173248 0.00188408 0.00215555 0.00181591 0.00165916 0.0010568
 0.00191414 0.00264373 0.00156774 0.00165942 0.00097325 0.00250553
 0.0022742  0.00116442 0.00219251 0.00245394 0.00327764 0.00162477
 0.00172799 0.00145742 0.00151305 0.00157498 0.00126267 0.00129758
 0.0015463  0.00182063 0.00193716 0.00165854 0.00232881 0.0014238
 0.0011322  0.00195514 0.00181933 0.00113589 0.0017537  0.00101965
 0.00222765 0.00126279 0.00254798 0.00286649 0.00162169 0.00083893
 0.00182686 0.00192386 0.00127975 0.001323   0.00217725 0.00164631
 0.00087663 0.00283581 0.00130127 0.00164238 0.00120088 0.00164713
 0.00154554 0.00189429 0.00149277 0.00140921 0.00185647 0.00205236
 0.00133886 0.00102439 0.00188454 0.00167669 0.00213448 0.00163047
 0.00200616 0.00316445 0.00149491 0.00181502 0.00131982 0.002816
 0.00158343 0.00113848 0.00224889 0.00118693 0.0015146  0.00228267
 0.00236212 0.00170619 0.0020676  0.001603   0.00199181 0.00219584
 0.00159167 0.00303525 0.00168253 0.0012589 ]",0.0
874,C3489396,"Hypogonadism, Isolated Hypogonadotropic",71,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
875,C1806780,Cerebrospinal fluid protein increased above normal,14,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
876,C0234146,Absent reflex,92,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
877,C0265221,Walker-Warburg congenital muscular dystrophy,13,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
878,C0948187,Tracheomalacia,11,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.00032209 0.         0.         0.         0.
 0.         0.00016568 0.         0.00101548 0.         0.
 0.         0.         0.         0.00061481 0.         0.00114992
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00062202
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00056336 0.         0.         0.
 0.         0.         0.         0.00055078 0.         0.
 0.         0.         0.         0.         0.         0.
 0.00022702 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00030369
 0.         0.00048377 0.         0.         0.         0.
 0.         0.         0.         0.00073384 0.00040712 0.
 0.         0.         0.         0.         0.         0.00024992
 0.         0.         0.         0.        ]",0.14
879,C0009363,Congenital ocular coloboma (disorder),38,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
880,C1859126,Stippled epiphyses,28,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
881,C1458155,Mammary Neoplasms,422,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
882,C1839254,Small capital femoral epiphyses,10,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00103272 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01
883,C0431399,Familial aplasia of the vermis,19,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
884,C1445953,Poor eye contact,12,0.00039605883939787924,"[3.50958360e-04 6.69484870e-04 0.00000000e+00 0.00000000e+00
 1.16272414e-03 0.00000000e+00 5.35653719e-04 7.65402005e-04
 7.03379708e-04 3.22487187e-04 4.17235442e-04 9.62261931e-04
 5.08289102e-04 0.00000000e+00 5.94087346e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 7.16584274e-04 0.00000000e+00
 3.89446783e-04 2.32192846e-04 0.00000000e+00 0.00000000e+00
 3.58863634e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.05714159e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.80710267e-04
 0.00000000e+00 0.00000000e+00 3.76011316e-04 7.90190389e-04
 5.38863648e-04 5.78752006e-04 0.00000000e+00 9.22550837e-05
 1.62508459e-04 1.05142547e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.48912030e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.98584213e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.72384546e-04 0.00000000e+00 4.23111965e-04
 4.66026982e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.54961183e-04 0.00000000e+00 0.00000000e+00 6.29739264e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.44738566e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.50046054e-04 0.00000000e+00 6.99859150e-04 0.00000000e+00
 3.94634977e-04 4.85800682e-04 0.00000000e+00 3.19158684e-04
 1.40041301e-03 0.00000000e+00 7.29375559e-04 0.00000000e+00
 0.00000000e+00 6.36454208e-04 0.00000000e+00 9.55584493e-04
 5.36659540e-04 0.00000000e+00 1.46536281e-04 6.60382692e-04]",0.32
