disease_id,disease_name,disease_size,loo_median_COMP,loo_median_DNS,null_loo_medians_COMP,null_loo_medians_DNS,pvalue_COMP,pvalue_DNS
C0454644,Delayed speech and language development,112,0.09942627934290969,0.0020161290322580645,"[0.06898064 0.07435304 0.07059621 0.08264948 0.07422795 0.07705534
 0.07208743 0.07887428 0.07431841 0.07621009 0.07838382 0.07926088
 0.07850572 0.08206887 0.07435559 0.08343647 0.07592887 0.06928173
 0.07772369 0.08415249 0.0817524  0.08130997 0.07138404 0.08389292
 0.07181382 0.07771391 0.06988223 0.08682341 0.06779948 0.07502846
 0.07580335 0.07541452 0.08039456 0.07961153 0.07337633 0.07300092
 0.08021568 0.07976419 0.07394561 0.07923476 0.07299349 0.06790056
 0.07662337 0.06535036 0.08372112 0.07263136 0.07598209 0.07966612
 0.07437688 0.07695412 0.07057667 0.07178879 0.07272451 0.07594484
 0.0714015  0.08032778 0.07889815 0.07541349 0.07964571 0.06858811
 0.07855235 0.0806422  0.07161974 0.06664042 0.06661987 0.07726041
 0.07415144 0.06779002 0.07675085 0.07208613 0.06598057 0.07811535
 0.07900183 0.08512781 0.07565947 0.05971465 0.06903029 0.06935193
 0.0713001  0.0777043  0.08089542 0.06591258 0.06642553 0.08064223
 0.0703235  0.08310986 0.07362856 0.07679962 0.07418497 0.07055232
 0.06817564 0.07807697 0.09002401 0.074999   0.0689006  0.06835027
 0.06904829 0.07827428 0.07173518 0.07334717]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00209205
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.01
C0015934,Fetal Growth Retardation,184,0.1880394489331676,0.0331143951833607,"[0.15025456 0.1374373  0.12349586 0.13995366 0.13839998 0.13488565
 0.14114419 0.12763507 0.12885204 0.13592691 0.12731921 0.12918529
 0.14160442 0.14531132 0.13383947 0.13299315 0.12869463 0.13632413
 0.13497439 0.12795961 0.12189158 0.13609035 0.14074304 0.14329632
 0.14168502 0.14055725 0.12997656 0.13114453 0.1430968  0.13487563
 0.14240915 0.14249708 0.13944629 0.14621488 0.14235214 0.15202373
 0.16117817 0.14156232 0.13815932 0.138429   0.13988164 0.13220082
 0.14118601 0.13128678 0.13386019 0.13150499 0.13288216 0.14140216
 0.12825777 0.14093923 0.14262559 0.13634864 0.14149379 0.12407248
 0.1297066  0.12397163 0.13874874 0.14383523 0.13125117 0.13960678
 0.14111371 0.13266046 0.13825197 0.14761523 0.13773283 0.14000171
 0.1402549  0.12585631 0.13288172 0.12875132 0.14168108 0.1337131
 0.13815138 0.1329396  0.13945744 0.12953776 0.14235966 0.13762932
 0.13941891 0.1317249  0.13848421 0.14240573 0.14125043 0.13780085
 0.14164844 0.13675592 0.12761021 0.13246656 0.1405435  0.13148009
 0.1525199  0.1287367  0.13258478 0.13526039 0.14257405 0.13186765
 0.12159199 0.15125251 0.14856525 0.14226201]","[0.01428644 0.00897312 0.00259067 0.01399217 0.0104178  0.00986885
 0.01180198 0.0103008  0.01646118 0.00813223 0.01058468 0.00728053
 0.01130846 0.01523948 0.00627015 0.00789163 0.01031037 0.01078386
 0.00628002 0.00841287 0.01382518 0.00832297 0.00689116 0.0131149
 0.         0.01176471 0.00853676 0.01092929 0.01005051 0.01005051
 0.01351598 0.01413586 0.01058231 0.01010204 0.00934783 0.00948912
 0.01389157 0.01000901 0.01246118 0.00886066 0.00934906 0.01222421
 0.00680556 0.01150033 0.01347183 0.013841   0.00847724 0.01303277
 0.00738755 0.01698889 0.00991654 0.         0.         0.00690405
 0.00807292 0.         0.01049772 0.         0.         0.
 0.01484358 0.01100097 0.01069549 0.0100566  0.01277968 0.00848433
 0.0084927  0.01269854 0.00947889 0.00716998 0.01331749 0.
 0.0106235  0.01334816 0.01219694 0.         0.00224215 0.0104178
 0.01369863 0.01005051 0.01398601 0.00995247 0.01403664 0.01059655
 0.01111248 0.00535449 0.01707353 0.01481563 0.01136364 0.01096887
 0.01232163 0.         0.0140873  0.01150033 0.01047379 0.
 0.0140873  0.01547534 0.01015255 0.01321996]",0.0,0.0
C4048273,Chorioretinal atrophy,10,0.0,0.0,"[0.         0.00066658 0.00274707 0.00327355 0.00404246 0.00225222
 0.         0.00622165 0.00232319 0.00075416 0.00030933 0.00145745
 0.00326599 0.00154822 0.0004197  0.00036001 0.00394449 0.00153997
 0.00246842 0.00163734 0.0003814  0.         0.00230734 0.00539587
 0.00058733 0.00176013 0.00532842 0.00133323 0.00301799 0.
 0.00035909 0.00070528 0.         0.00057138 0.         0.
 0.         0.         0.00141236 0.00202367 0.00187707 0.00222681
 0.00155057 0.00050967 0.00239174 0.0006956  0.00389058 0.00423473
 0.00056501 0.00022935 0.         0.0042138  0.00046396 0.00236115
 0.00202173 0.00029288 0.00049241 0.         0.00269557 0.00149591
 0.00049432 0.         0.00226246 0.00243778 0.         0.00382942
 0.         0.00071818 0.00451778 0.00417502 0.00052601 0.
 0.0017183  0.         0.00238577 0.         0.         0.00218937
 0.00741573 0.         0.00118528 0.00191273 0.00185446 0.
 0.00345717 0.         0.00743241 0.00102093 0.         0.00143378
 0.00714708 0.         0.00171044 0.00079023 0.         0.00334815
 0.00154231 0.00211197 0.00126359 0.        ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",1.0,1.0
C4048270,Decreased antibody level in blood,34,0.04797837617602087,0.004170214244756824,"[0.02928453 0.03444463 0.03024493 0.03269269 0.03266404 0.03371932
 0.03494396 0.02286471 0.029315   0.02906426 0.03506924 0.02922602
 0.03169514 0.03212918 0.03014685 0.02533586 0.03483006 0.03246551
 0.03522932 0.03286767 0.02442351 0.03521579 0.02378562 0.03153106
 0.02588921 0.03035558 0.03327246 0.03247871 0.04115807 0.03045091
 0.03040587 0.02060602 0.03656853 0.03209358 0.03185982 0.03604382
 0.03239286 0.02882018 0.0278521  0.02187645 0.02717353 0.02838815
 0.03395651 0.02830361 0.03562298 0.03079471 0.03423142 0.02747978
 0.02836598 0.02429906 0.03455495 0.03144218 0.02957225 0.02665951
 0.0285248  0.04234363 0.03030657 0.02874002 0.02719419 0.03520334
 0.02753895 0.02991115 0.02045559 0.03000333 0.03158485 0.0247623
 0.02790558 0.0378706  0.03639378 0.02943286 0.02843748 0.03329165
 0.03198103 0.02935394 0.02963477 0.02021239 0.0247006  0.03855069
 0.03220503 0.02921446 0.02813965 0.03236181 0.02636658 0.02852141
 0.03043195 0.03187594 0.02400301 0.02950311 0.04061659 0.02666021
 0.03197076 0.03019412 0.02828659 0.0385924  0.03600058 0.04519225
 0.03062477 0.02862935 0.02967603 0.03515912]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C4021546,Abnormal mitochondria in muscle tissue,20,0.9418897905542614,0.15105309346204476,"[0.02066147 0.0196555  0.02489417 0.01958039 0.01625116 0.02453955
 0.01514324 0.01418134 0.01394041 0.02590808 0.01583575 0.0190043
 0.01955252 0.01432008 0.01660902 0.01533838 0.01446758 0.02269943
 0.01366682 0.01476115 0.01441456 0.01673889 0.02169775 0.01644068
 0.0158651  0.01325222 0.0138611  0.01795284 0.01775324 0.00995407
 0.02280312 0.02148368 0.01505047 0.01390225 0.02016027 0.02149693
 0.01512696 0.01062644 0.02266902 0.01442626 0.01258921 0.01951641
 0.01358769 0.01409839 0.01325671 0.01366949 0.01640685 0.01396226
 0.01329188 0.01268783 0.01666332 0.01984923 0.01818443 0.02036896
 0.01326196 0.01901707 0.01519105 0.02091715 0.01682035 0.01683998
 0.01459887 0.01619213 0.02183418 0.0231699  0.01461882 0.01801949
 0.01352621 0.0164782  0.02281616 0.01884788 0.02327934 0.0122115
 0.01644648 0.01261319 0.01480662 0.02446549 0.01376877 0.02016544
 0.01007262 0.01542635 0.02005721 0.0175259  0.01168925 0.01664169
 0.01421862 0.01920535 0.01853581 0.02861361 0.01338461 0.02017702
 0.01376508 0.01548193 0.01465267 0.01534553 0.01899893 0.01323672
 0.02207784 0.01458861 0.01383849 0.01554759]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C4020898,Overactive bladder syndrome,14,0.01753110112163902,0.0,"[0.01249725 0.00880733 0.01051988 0.01169819 0.01138369 0.0086064
 0.01268229 0.01207592 0.01211302 0.00917162 0.00714514 0.01510069
 0.01107079 0.0052589  0.01143757 0.00561114 0.00621109 0.01405475
 0.01255532 0.00944139 0.00778834 0.00789594 0.00610254 0.0075862
 0.0102343  0.01087511 0.00915773 0.01081233 0.00793351 0.00718495
 0.01259235 0.00746128 0.01245851 0.00692724 0.0125111  0.00752133
 0.00544794 0.00893602 0.01419906 0.01302322 0.00860075 0.00315914
 0.00549315 0.00821752 0.00901102 0.0049657  0.0101495  0.00634193
 0.00540104 0.00902069 0.00574558 0.00726826 0.00585375 0.01051269
 0.01059565 0.00876767 0.00772312 0.00590786 0.01060055 0.00945523
 0.0061571  0.01732031 0.00519145 0.00714798 0.00813984 0.00886053
 0.00974711 0.01070186 0.01101907 0.01126487 0.00807827 0.01339941
 0.01109944 0.00990419 0.00444833 0.01041302 0.00586253 0.00601569
 0.01065486 0.01565758 0.00508681 0.00817363 0.00322985 0.00534373
 0.00773192 0.00940177 0.01058901 0.00739859 0.00706329 0.0100203
 0.01137364 0.01160201 0.01205214 0.00733307 0.0069065  0.00903572
 0.01095162 0.00856522 0.00364765 0.00845811]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0993582,"Arthritis, Experimental",39,0.050593280324623784,0.0,"[0.02222204 0.0222686  0.0171161  0.02375345 0.02385068 0.02184315
 0.02602843 0.01442439 0.0185006  0.01807398 0.02193091 0.02224486
 0.01681028 0.02404744 0.01663685 0.02673825 0.02026922 0.02287993
 0.01545953 0.0231635  0.01833029 0.02148568 0.02303888 0.01623812
 0.02108185 0.01588292 0.02060599 0.016955   0.01998036 0.01770505
 0.02101262 0.02128407 0.01811071 0.02033913 0.02432445 0.02140365
 0.01656204 0.01743525 0.02330774 0.02059925 0.01941838 0.02062315
 0.01984198 0.01882259 0.0163828  0.02192183 0.01585025 0.02017778
 0.01649036 0.01543676 0.02509052 0.0176729  0.01763454 0.01986064
 0.0195363  0.02928494 0.02132476 0.01753726 0.02482017 0.02030662
 0.02095441 0.01905489 0.01877957 0.01558758 0.01805705 0.0177046
 0.02307303 0.01737406 0.02520773 0.02385102 0.02047126 0.02097729
 0.01554882 0.01783439 0.01962359 0.02304058 0.01272654 0.01796284
 0.01305867 0.02427782 0.01369271 0.02110523 0.02771315 0.02170228
 0.03191669 0.02445131 0.01936404 0.01680324 0.02021774 0.02014797
 0.01849839 0.0231088  0.01902772 0.02044885 0.01898813 0.01946013
 0.01713602 0.02008628 0.02020734 0.01611024]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C1837514,Phenotypic variability,149,0.11387772207827122,0.00816326530612245,"[0.09592545 0.09844946 0.0970636  0.10011031 0.09621553 0.10236439
 0.09773889 0.10179334 0.09640406 0.10389041 0.09845103 0.09447114
 0.09225995 0.09964832 0.10235597 0.10206801 0.10423313 0.10795678
 0.0978642  0.10428093 0.09581666 0.0938091  0.09722928 0.10787116
 0.09159327 0.10979409 0.10499441 0.09477466 0.09373165 0.1005665
 0.1063382  0.10138266 0.11123522 0.09436701 0.10168945 0.10287369
 0.10459358 0.10541785 0.09768745 0.10518349 0.10948085 0.09472892
 0.10369591 0.09384517 0.09774969 0.10727396 0.11029886 0.09282487
 0.09340658 0.09643529 0.10172733 0.09621099 0.09443098 0.0951364
 0.10244168 0.09899756 0.10135368 0.09827154 0.10683163 0.09765957
 0.09601684 0.09967885 0.09515836 0.10405488 0.1001933  0.09788568
 0.09750025 0.09390384 0.09807504 0.1056904  0.10577816 0.10803062
 0.11598836 0.09927908 0.09542756 0.11066241 0.11187727 0.09295306
 0.10092682 0.09852808 0.10063369 0.10198334 0.09462976 0.09633311
 0.0932388  0.10512438 0.10398104 0.09791417 0.10378491 0.09427427
 0.10356308 0.0922068  0.09255013 0.1074499  0.09814241 0.0955427
 0.10201801 0.09514006 0.09968082 0.09287425]","[0.         0.         0.         0.         0.         0.
 0.00925926 0.         0.         0.         0.         0.00743494
 0.01010101 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00398406 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00571429 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00840336 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01,0.03
C4020897,Uroureter,15,0.012746910170199958,0.0,"[0.00645764 0.0061103  0.00292028 0.00756105 0.00871761 0.00167493
 0.00408676 0.00629727 0.01004949 0.00951003 0.00629607 0.01005445
 0.00372914 0.00846796 0.00426613 0.01158149 0.00894686 0.00535042
 0.00402875 0.01313015 0.00730873 0.00706752 0.01108746 0.00720488
 0.00424423 0.00554006 0.00680523 0.00949086 0.01284889 0.00749778
 0.01158806 0.00838161 0.00264591 0.00988167 0.00459576 0.01111158
 0.01370217 0.00935249 0.00441681 0.00952656 0.00371003 0.00482979
 0.00506953 0.01373615 0.0120678  0.00746955 0.00642104 0.00678709
 0.0064616  0.00320072 0.00326291 0.01100564 0.00909112 0.00876446
 0.0053261  0.0082255  0.00731272 0.00245223 0.00289152 0.00749317
 0.00552724 0.00555427 0.01028269 0.00690985 0.00512241 0.005146
 0.00929902 0.00550087 0.00912574 0.00684366 0.00852568 0.00735151
 0.00906272 0.00320554 0.01171344 0.00397791 0.00666438 0.00846447
 0.00711876 0.01091359 0.00586471 0.0132507  0.00568998 0.01160593
 0.00925105 0.00402807 0.00852015 0.01077094 0.00820153 0.00731187
 0.00419707 0.01030667 0.00809684 0.01081793 0.00526876 0.00229585
 0.00713023 0.01309324 0.00623119 0.00759345]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.06,1.0
C4020891,Pinched nasal bridge,14,0.005829008396416809,0.0,"[0.00571553 0.00765607 0.00853434 0.00726647 0.00990019 0.00972414
 0.01084002 0.00701944 0.00818257 0.00654308 0.00731075 0.00995891
 0.00918648 0.00901154 0.01117102 0.01196703 0.01251396 0.00487463
 0.00753426 0.01312997 0.00856899 0.00634402 0.00589557 0.00478515
 0.00576859 0.00923309 0.00522333 0.01223039 0.00884418 0.00559321
 0.00487831 0.00895966 0.00372449 0.01036205 0.00955319 0.00778033
 0.00537413 0.01413081 0.00815342 0.00539201 0.0109377  0.00559241
 0.00918293 0.00710205 0.00958085 0.0133884  0.00552272 0.00746091
 0.0110878  0.0065663  0.00564224 0.00731814 0.00667663 0.00811225
 0.00672231 0.00812012 0.005339   0.01120331 0.009332   0.01000366
 0.00839041 0.01135868 0.00659163 0.0064544  0.00867081 0.00397751
 0.00805229 0.01095301 0.00516943 0.0068692  0.01143964 0.00889709
 0.00955044 0.00880661 0.00708287 0.0076655  0.0111657  0.00480284
 0.00758662 0.01054737 0.00491951 0.00532678 0.01027277 0.01108124
 0.00748189 0.00766796 0.0102356  0.00709932 0.00814325 0.00803107
 0.00702771 0.01024651 0.01283154 0.00858288 0.00597627 0.00755535
 0.00722339 0.00410969 0.00363897 0.00770767]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.79,1.0
C4020892,Capuchin ears,17,0.011116329197908972,0.0,"[0.01144832 0.00948162 0.01048266 0.00934633 0.01578123 0.00746757
 0.01382801 0.0053676  0.01290798 0.01044243 0.00908936 0.01236056
 0.01175464 0.00858876 0.00944404 0.01000676 0.01266923 0.0047988
 0.00843811 0.00933206 0.0111598  0.01376596 0.01783444 0.00721795
 0.00872823 0.01096192 0.00861394 0.01290955 0.00926162 0.0114159
 0.01207295 0.01436577 0.0111173  0.00892484 0.01370143 0.00495982
 0.00972577 0.00910639 0.01247247 0.00646196 0.01214375 0.01233077
 0.01290625 0.00814466 0.01037532 0.01229256 0.00875963 0.00669474
 0.00967126 0.01737021 0.0080602  0.0121821  0.01203044 0.01030935
 0.01143324 0.01143182 0.01024988 0.01538538 0.01100382 0.01358369
 0.01198941 0.0051156  0.00680614 0.01018333 0.00890771 0.01044563
 0.00431334 0.01174946 0.00963525 0.01377618 0.01403335 0.0081126
 0.00819683 0.00666283 0.00553719 0.01006917 0.0100951  0.01184334
 0.01213472 0.01006698 0.01758993 0.01068833 0.01327756 0.01536644
 0.01032086 0.01177925 0.01180305 0.00840603 0.01067571 0.00968159
 0.00674899 0.00849824 0.01302858 0.01367502 0.00823592 0.01214898
 0.00701267 0.01159626 0.01434381 0.00994236]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.44,1.0
C0836924,Thrombocytosis,14,0.02787313826304423,0.0,"[0.02194701 0.01553386 0.00563852 0.01666976 0.01460932 0.00914398
 0.01002304 0.01231851 0.01321459 0.0155692  0.0125427  0.01980669
 0.01498832 0.01333604 0.01667136 0.00788537 0.01089451 0.01458575
 0.01414429 0.01522609 0.01983949 0.01786907 0.00839089 0.01187804
 0.01241419 0.01607944 0.01297019 0.01654911 0.01158625 0.00649618
 0.01238093 0.01126042 0.0130953  0.01342522 0.01656095 0.01274568
 0.01677972 0.01596361 0.01398777 0.02417809 0.01864156 0.01019631
 0.01461277 0.00653489 0.01550334 0.01454611 0.01729368 0.0148713
 0.01031549 0.01148134 0.01739737 0.01213077 0.00776016 0.02014249
 0.01831472 0.00637573 0.01335898 0.01428473 0.01379585 0.01448126
 0.0123595  0.01257351 0.00995223 0.01093455 0.02125167 0.01742831
 0.01274394 0.01468944 0.01381463 0.01236566 0.01217624 0.01584317
 0.01150187 0.01495546 0.0232017  0.00758576 0.00945652 0.0109789
 0.01024593 0.01503324 0.01181615 0.00966716 0.01499318 0.0117401
 0.01141301 0.01134657 0.01721664 0.01978222 0.01431256 0.01267506
 0.01021917 0.01546333 0.01355903 0.01690612 0.01742043 0.01347575
 0.01363548 0.01952667 0.01027414 0.01294116]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0032617,Polyuria,21,0.022276544661102217,0.0,"[0.00069127 0.00512058 0.00244441 0.00743462 0.01035726 0.00433327
 0.00436627 0.         0.00720156 0.00456578 0.00605334 0.00478944
 0.00156686 0.00508494 0.00175511 0.00429428 0.00282186 0.00458349
 0.00131872 0.00208057 0.00544174 0.00177563 0.00095298 0.00208283
 0.0028244  0.00361686 0.00417295 0.00658141 0.00333374 0.00034947
 0.006802   0.00151663 0.00508868 0.         0.00212776 0.00591989
 0.0014318  0.00374398 0.00450702 0.0052137  0.00361161 0.00340676
 0.00321465 0.00053843 0.00950477 0.00362256 0.00572043 0.00144537
 0.00420489 0.00459771 0.00184833 0.00646805 0.00876991 0.00469976
 0.01075829 0.00162604 0.00537594 0.00249174 0.00128556 0.00377361
 0.00085721 0.00150233 0.00091466 0.00158418 0.0027922  0.01145389
 0.00219465 0.00413036 0.00357879 0.00464249 0.00316021 0.00075242
 0.00525919 0.00633814 0.00676561 0.00194931 0.005124   0.00129956
 0.00330468 0.0057506  0.00369584 0.00455056 0.00318905 0.00483271
 0.00135624 0.00271642 0.00864621 0.00268538 0.00436176 0.01208186
 0.0045917  0.00383291 0.         0.00689377 0.00510529 0.00071846
 0.00309163 0.00461663 0.00417069 0.00323902]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0266544,Microcornea,45,0.03997234864627967,0.0,"[0.02511876 0.02313451 0.01919714 0.02144735 0.02291941 0.02101718
 0.02034277 0.02570688 0.02379169 0.02830624 0.02221778 0.02607507
 0.02862227 0.02526183 0.02217156 0.02512403 0.03187855 0.023957
 0.02740936 0.0217953  0.02457358 0.02760542 0.02891779 0.02192367
 0.0274487  0.01985376 0.01898472 0.0180594  0.02445907 0.0184779
 0.02242249 0.02684157 0.02669509 0.02610484 0.02379111 0.02175249
 0.02330296 0.02431361 0.02130539 0.02771246 0.02347835 0.01993519
 0.02482189 0.02071261 0.03049404 0.02143883 0.02799974 0.02568337
 0.01808032 0.02862609 0.02057945 0.02371575 0.02051801 0.0191573
 0.01814533 0.01976895 0.01924722 0.01916486 0.02462801 0.02290114
 0.02332274 0.02392252 0.02950085 0.02004852 0.02411332 0.02304107
 0.02584941 0.02142109 0.02188047 0.02531419 0.02956878 0.02596705
 0.02414805 0.02312136 0.02451408 0.02254941 0.0333315  0.03063671
 0.02609104 0.02213582 0.02661745 0.02753893 0.02230469 0.02814
 0.02477697 0.02837685 0.02524831 0.02107147 0.02467612 0.01859133
 0.02167042 0.02516792 0.02144425 0.02067271 0.02320996 0.01901312
 0.02742959 0.02145686 0.02663701 0.02542796]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
