disease_id,disease_name,disease_size,loo_median_CI,loo_median_DI,null_loo_medians_CI,null_loo_medians_DI,pvalue_CI,pvalue_DI
C4021780,Abnormality of the liver,21,0.14600659878864902,0.1095890410958904,"[0.00883883 0.01175299 0.01518956 0.00781724 0.00733787 0.00956759
 0.00856619 0.00369501 0.01395364 0.00934692 0.00750235 0.00998013
 0.00920991 0.01200992 0.01397591 0.01303007 0.01242064 0.00889952
 0.00810328 0.00922139 0.01393201 0.00853486 0.00576644 0.0047116
 0.00714344 0.00737631 0.00958352 0.0100729  0.00500388 0.0059079
 0.0105392  0.00893843 0.00472316 0.0124606  0.01415238 0.00718632
 0.00704593 0.00595656 0.00629709 0.00622271 0.00938886 0.00753149
 0.01248428 0.0069564  0.01355034 0.0140487  0.01529169 0.00808326
 0.00982936 0.00992086 0.01240703 0.00925326 0.0082631  0.00758616
 0.0104439  0.01503087 0.00623201 0.01150109 0.01399422 0.01481293
 0.01178511 0.01394326 0.01326727 0.00921237 0.00905587 0.01106988
 0.00433835 0.00825469 0.01052923 0.004395   0.01307217 0.00560536
 0.00858683 0.01051688 0.0097876  0.01026722 0.00588414 0.00933825
 0.00589983 0.00830395 0.00921272 0.0079659  0.00367227 0.01136961
 0.01203946 0.00888125 0.00780311 0.00737043 0.00693867 0.01076307
 0.01778529 0.00996509 0.00441378 0.01125119 0.00502347 0.00674654
 0.00702122 0.00722645 0.0134057  0.00613696]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C1280433,Lipoatrophy,19,0.01897301812368948,0.0,"[0.01542853 0.02678748 0.02761048 0.02442072 0.02470588 0.01644138
 0.02182212 0.01849342 0.02331196 0.01921294 0.01909399 0.02729527
 0.02794161 0.03226544 0.0171392  0.02199273 0.02276336 0.01850827
 0.01604268 0.01601176 0.02069838 0.02994573 0.0240599  0.01898869
 0.02282958 0.03132695 0.02479212 0.01698697 0.02675894 0.02418186
 0.01649289 0.02458118 0.02431621 0.02620316 0.0207123  0.01454364
 0.02201743 0.01847661 0.01859378 0.02238983 0.02412188 0.0118856
 0.02531129 0.01661375 0.01863944 0.02021878 0.02602218 0.02946203
 0.0221752  0.02112291 0.01640019 0.01497598 0.01954022 0.01580838
 0.02324615 0.0240777  0.01546082 0.02065617 0.02307467 0.02048457
 0.01916499 0.02385352 0.02589304 0.02308745 0.01895823 0.0208082
 0.01393879 0.02122911 0.01395825 0.02312603 0.01699979 0.01693777
 0.02706134 0.01827115 0.02245218 0.01798239 0.02481357 0.02324968
 0.01990968 0.01569907 0.02093173 0.0307746  0.01853856 0.01951363
 0.04104444 0.01843224 0.01422637 0.02527695 0.02348215 0.0220699
 0.01813372 0.02458729 0.02201723 0.02198935 0.01973285 0.017872
 0.02573342 0.02274371 0.0180511  0.01844195]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00487805
 0.00508906 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.66,0.52
C4021785,Abnormality of the metacarpal bones,17,0.02010387793503202,0.0,"[0.01171944 0.01303716 0.01825858 0.01198971 0.01693028 0.00997221
 0.01111655 0.0104476  0.0166048  0.00619529 0.01450048 0.00649805
 0.01361354 0.01006892 0.01421296 0.01070576 0.01551198 0.01157118
 0.01249873 0.00908857 0.00764675 0.0093776  0.00695893 0.01775818
 0.00988348 0.00748417 0.01653376 0.01179866 0.00847322 0.00781683
 0.01206652 0.01315539 0.0115472  0.01224002 0.01530997 0.01149315
 0.01387099 0.00683792 0.00960073 0.01147603 0.008317   0.00990408
 0.00841475 0.01152299 0.01457955 0.01198658 0.00956364 0.01729536
 0.01269321 0.00846982 0.00859308 0.01634085 0.010889   0.00744546
 0.01298666 0.00879899 0.01433002 0.01288546 0.00888255 0.01202106
 0.0116874  0.01393332 0.01025436 0.01362184 0.01082702 0.00733247
 0.01100524 0.00895771 0.01305152 0.01899367 0.0141835  0.01606914
 0.01266583 0.01228813 0.0109459  0.01108784 0.00483914 0.01252071
 0.00996087 0.0148115  0.00945808 0.01004387 0.01128552 0.00613932
 0.01120264 0.0093757  0.00786193 0.0089463  0.01238599 0.01305828
 0.0103322  0.0174948  0.00877131 0.01433948 0.01544739 0.01313958
 0.00672554 0.01096361 0.02059109 0.00681533]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.01,0.55
C0521620,Dilatation of ureter,15,0.012746910170199958,0.0,"[0.0051265  0.01046932 0.00278317 0.00867465 0.00572919 0.00567596
 0.00563581 0.0026586  0.00547467 0.00566886 0.00433709 0.00702312
 0.00665113 0.01098148 0.00833618 0.01363862 0.00438375 0.00804275
 0.00485736 0.00819432 0.00852019 0.00825272 0.00803703 0.00810603
 0.00535946 0.00561075 0.00826403 0.00183081 0.0065087  0.0069159
 0.00910135 0.00830568 0.00458272 0.00988695 0.01162887 0.00162478
 0.01029147 0.00538334 0.00985319 0.00932362 0.00655781 0.00628123
 0.00750127 0.00832958 0.00209911 0.00354743 0.00757349 0.01398268
 0.00970161 0.00869867 0.00851525 0.00948329 0.00548233 0.00349395
 0.01296776 0.00580552 0.01142727 0.00574979 0.00811935 0.0029981
 0.00761343 0.00800642 0.00856651 0.00672535 0.00579886 0.01333505
 0.00963766 0.00143615 0.00980152 0.00359847 0.0154689  0.00623439
 0.00736513 0.00446433 0.0080681  0.00933229 0.00320009 0.00540314
 0.00239765 0.00312079 0.00991717 0.00519468 0.00955183 0.00741255
 0.00723347 0.00965341 0.0090669  0.00666202 0.00976446 0.00661064
 0.00865796 0.00723658 0.00538807 0.0103532  0.0034434  0.01774194
 0.00687816 0.00708315 0.00541181 0.00807582]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.06,0.51
C0011581,Depressive disorder,389,0.35062017667339507,0.06870229007633588,"[0.22792156 0.2217155  0.22452184 0.21614626 0.22268164 0.23129846
 0.22845983 0.21929713 0.21177892 0.22638151 0.21525102 0.22058716
 0.22721396 0.21444246 0.21202846 0.22588827 0.21159369 0.21226844
 0.22771652 0.21197082 0.21995183 0.21557884 0.21658764 0.2135302
 0.21145211 0.20914665 0.22493036 0.21508127 0.23190775 0.21121572
 0.22592416 0.21136481 0.20935407 0.2151548  0.22264236 0.22727136
 0.21677875 0.20811159 0.23009135 0.20288946 0.20965756 0.20919749
 0.22138262 0.21990934 0.21512476 0.21474834 0.20335903 0.22074327
 0.21193063 0.21730897 0.22105127 0.22839098 0.21426989 0.22089436
 0.23565961 0.22247588 0.22979554 0.21504181 0.21821811 0.2178113
 0.22832764 0.22321703 0.21036209 0.22976335 0.21883306 0.21883651
 0.20881023 0.23838004 0.21656002 0.21163188 0.22708265 0.21663822
 0.23006381 0.22135869 0.21602886 0.23697421 0.2102958  0.22550691
 0.21658209 0.21930416 0.21385834 0.21898689 0.22056447 0.20645516
 0.21014457 0.22305705 0.21535857 0.21593896 0.21323543 0.20703743
 0.20611536 0.21771612 0.2090759  0.22111384 0.21937103 0.22225935
 0.2147515  0.22860592 0.21441384 0.21014457]","[0.0230179  0.02083333 0.02380952 0.01851852 0.02380952 0.02816901
 0.02702703 0.0265252  0.01851852 0.02702703 0.02803738 0.03012048
 0.02631579 0.02247191 0.02439024 0.02068966 0.02083333 0.03030303
 0.025      0.01265823 0.02564103 0.02222222 0.02183406 0.02142857
 0.02777778 0.02597403 0.02439024 0.01834862 0.02721088 0.01843318
 0.03174603 0.02325581 0.02515723 0.02272727 0.024      0.02097902
 0.02325581 0.025      0.02631579 0.02222222 0.01724138 0.02083333
 0.03030303 0.01818182 0.025      0.01941748 0.02083333 0.02614379
 0.02531646 0.02702703 0.0212766  0.025      0.02702703 0.02222222
 0.02531646 0.02604167 0.02469136 0.02564103 0.02671756 0.02173913
 0.01935484 0.02439024 0.03196347 0.02727273 0.02535211 0.02702703
 0.0212766  0.02719033 0.025      0.02531646 0.02631579 0.0212766
 0.02380952 0.02272727 0.03       0.02836879 0.02702703 0.02197802
 0.025      0.02       0.02222222 0.02631579 0.02721088 0.02564103
 0.02575107 0.02439024 0.03030303 0.02531646 0.025      0.02439024
 0.02298851 0.02531646 0.02272727 0.02040816 0.02564103 0.02739726
 0.0242915  0.02439024 0.01960784 0.02702703]",0.0,0.0
C0027765,nervous system disorder,51,0.04349824830037514,0.0,"[0.0244123  0.02454942 0.0214331  0.02406629 0.02000366 0.02714216
 0.0233772  0.02429192 0.02650102 0.02398906 0.02699094 0.02789934
 0.02753294 0.02447964 0.02268308 0.02455026 0.02836878 0.02638555
 0.02171921 0.02187278 0.02078801 0.02186561 0.02383402 0.02641075
 0.0240591  0.02353798 0.02457862 0.0260242  0.03456655 0.02828318
 0.03693432 0.02807674 0.03678335 0.02743915 0.0252006  0.01899357
 0.03138343 0.02588821 0.0248632  0.02818659 0.02384773 0.03058421
 0.03147089 0.02234475 0.02677035 0.0319804  0.02759699 0.02486272
 0.0256851  0.02627875 0.03132855 0.02909166 0.02724057 0.02531025
 0.01854533 0.02958508 0.0264537  0.0330539  0.02529702 0.02594904
 0.03228582 0.01897933 0.02549495 0.02535266 0.01902361 0.02679169
 0.03162634 0.02298129 0.02088088 0.02922908 0.0322233  0.0259113
 0.02906677 0.02628455 0.02394218 0.03025243 0.0249209  0.02664682
 0.03293392 0.02407066 0.02939388 0.02967397 0.02726862 0.02368801
 0.02940056 0.02584247 0.02311043 0.02513752 0.02556792 0.02465413
 0.02751534 0.02604215 0.02696077 0.0248328  0.02068538 0.02763909
 0.02463296 0.02483543 0.02265799 0.02760825]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.49
C0151514,Atrophic condition of skin,26,0.06395209979877384,0.012251262251262253,"[0.01979691 0.02344569 0.02154276 0.01785109 0.0205629  0.02214536
 0.02090329 0.01867463 0.02359152 0.02881776 0.02480516 0.02156801
 0.01847944 0.01744866 0.01709722 0.02302558 0.02078711 0.02275548
 0.02232486 0.02267603 0.02278276 0.02260175 0.02337567 0.02205478
 0.02215358 0.02075242 0.02405116 0.0245685  0.02313715 0.02162209
 0.01972155 0.01995068 0.02694561 0.02100437 0.01437025 0.02031195
 0.01899593 0.02427725 0.02096864 0.02145141 0.02223713 0.01822234
 0.02122072 0.02379479 0.02148972 0.02045429 0.01961589 0.02325856
 0.0193911  0.02492533 0.01572536 0.02197142 0.02010472 0.03223462
 0.01980592 0.01688656 0.02038148 0.01855978 0.01838865 0.01640863
 0.02180558 0.02028372 0.0240616  0.02391405 0.01889675 0.02321546
 0.02101547 0.02491425 0.02217585 0.01665634 0.02238382 0.01937836
 0.02372969 0.01723667 0.01979921 0.02284979 0.03146693 0.01830047
 0.02486525 0.02705942 0.02092048 0.01912923 0.02565012 0.0213312
 0.02307255 0.02445389 0.01800525 0.02156868 0.0266067  0.02221001
 0.02317905 0.0201103  0.02232393 0.01649258 0.02077698 0.01760574
 0.02489443 0.01856061 0.01843604 0.02382515]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0022665,Kidney Neoplasm,29,0.0457183560450827,0.0,"[0.02644572 0.0363347  0.02476069 0.02706886 0.03038078 0.02476823
 0.02190866 0.0249876  0.03186877 0.02867076 0.02586046 0.02292747
 0.02768422 0.02224708 0.03145997 0.02928958 0.03161591 0.03397931
 0.03225575 0.03492757 0.04428269 0.02791561 0.02454261 0.03508052
 0.0262112  0.03286307 0.0335766  0.03349666 0.03531679 0.02792341
 0.03049443 0.01971617 0.030543   0.03423361 0.02146873 0.02862759
 0.02655281 0.02721533 0.03841705 0.02892274 0.02883796 0.02511943
 0.02559237 0.03414706 0.03181472 0.0365966  0.03099217 0.02828362
 0.03560415 0.03167825 0.02277719 0.03236045 0.02930659 0.03147026
 0.04139207 0.02403243 0.02588843 0.03008499 0.02855294 0.02664367
 0.0380004  0.02395983 0.03832958 0.03160139 0.02876889 0.02777102
 0.03702483 0.02826982 0.02358812 0.02318072 0.02450353 0.02755258
 0.02683462 0.03299966 0.02599481 0.02693011 0.03240648 0.0250243
 0.0281642  0.03142944 0.02966384 0.02242416 0.02958893 0.03290969
 0.02873878 0.02758572 0.02868865 0.02455192 0.02532306 0.03249948
 0.03423234 0.03823291 0.03250047 0.03295667 0.02225672 0.02919195
 0.03107521 0.02201837 0.02954979 0.03381454]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00310559 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.5
C0013132,Drooling,27,0.024347534467390762,0.0,"[0.01760057 0.01326507 0.022473   0.01872117 0.01817484 0.02444191
 0.02113269 0.01816446 0.0190562  0.02344189 0.01711789 0.020685
 0.01482339 0.01810057 0.02141217 0.01416382 0.0168696  0.01835275
 0.02013764 0.01486423 0.01060212 0.01371001 0.0191183  0.02312847
 0.01881035 0.01710251 0.01629634 0.01801332 0.01814398 0.01483016
 0.0211149  0.01616921 0.01762732 0.01593411 0.01315303 0.02052158
 0.01949034 0.01306208 0.01547405 0.01869856 0.01614562 0.01545295
 0.01679737 0.01754503 0.0197516  0.01272805 0.01728069 0.02282378
 0.01945512 0.01923643 0.01625587 0.02478747 0.0140075  0.02039392
 0.01590393 0.01854373 0.01912811 0.01686694 0.01711012 0.01976856
 0.01757416 0.02114182 0.01843778 0.01612002 0.01903185 0.01817663
 0.02369595 0.02288133 0.01792037 0.02129587 0.0154365  0.0180769
 0.02075015 0.03427166 0.01379905 0.01983732 0.0181597  0.02208414
 0.01850771 0.01945462 0.02181831 0.01882654 0.01571443 0.01815803
 0.01692237 0.01403456 0.01844812 0.02228395 0.01262619 0.01827691
 0.01425831 0.01838608 0.01695916 0.01757484 0.0134586  0.01860196
 0.02344485 0.01852914 0.02304189 0.01720239]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.03,0.52
C0151889,Hyperreflexia,206,0.19098919906178327,0.020833333333333332,"[0.13243914 0.14261368 0.14749171 0.14941855 0.14562574 0.14566358
 0.14339799 0.14198339 0.14206921 0.13936358 0.14628987 0.15129197
 0.14839762 0.13423709 0.14214535 0.15109015 0.13944734 0.14672435
 0.15201183 0.14923709 0.15411331 0.14951856 0.15335529 0.14315481
 0.14708116 0.13971495 0.13405366 0.14931743 0.14579143 0.14485824
 0.16399135 0.13183588 0.15927369 0.13760363 0.15136557 0.13369909
 0.1572999  0.14647028 0.15290122 0.145716   0.14264841 0.14747639
 0.13963775 0.1548257  0.13691863 0.1545723  0.15054839 0.15383434
 0.15086621 0.15612505 0.15196258 0.13595953 0.15037519 0.13642025
 0.14466212 0.14404314 0.14946697 0.15148161 0.14835415 0.14641828
 0.14627016 0.1475623  0.14110461 0.14857708 0.13248813 0.15289746
 0.1484173  0.14156009 0.14570895 0.14410815 0.14805062 0.13941566
 0.14742143 0.14305307 0.14435981 0.14172897 0.14758269 0.13633974
 0.14450448 0.14967099 0.13837074 0.14422199 0.15615257 0.14772812
 0.14314258 0.15116581 0.13666948 0.14543591 0.14805986 0.15498498
 0.14136619 0.15231668 0.14312751 0.14778338 0.14902142 0.14719473
 0.14272457 0.14515717 0.15323382 0.13993836]","[0.01092929 0.01234756 0.00921679 0.01201212 0.01099034 0.01111111
 0.         0.00983689 0.01111111 0.00823171 0.01036297 0.01373005
 0.01064312 0.01026964 0.0087619  0.         0.01538462 0.
 0.01152977 0.01221147 0.0097234  0.00982854 0.00939153 0.01092929
 0.00870157 0.         0.         0.01000901 0.         0.
 0.01081113 0.01123596 0.0109319  0.         0.01114284 0.00667408
 0.01072394 0.         0.01177938 0.00981902 0.01036297 0.00744349
 0.0098865  0.01680791 0.00558397 0.         0.00664459 0.00970874
 0.         0.01365388 0.0112998  0.0112998  0.01270879 0.00671916
 0.00689688 0.00865817 0.         0.01559745 0.01325957 0.00299401
 0.         0.01666667 0.01219512 0.01413445 0.01010204 0.00743751
 0.         0.00641263 0.01180773 0.0166713  0.01405345 0.
 0.01086957 0.         0.01143193 0.         0.01152747 0.
 0.00619048 0.         0.01255433 0.01001603 0.00822679 0.01149425
 0.01623445 0.00730901 0.01151839 0.         0.01215585 0.01762149
 0.00725723 0.00687488 0.01075393 0.01523    0.01778656 0.00897023
 0.01183805 0.00637007 0.00134771 0.01159664]",0.0,0.0
C0011606,Exfoliative dermatitis,24,0.02597465820632313,0.0,"[0.01329373 0.01215731 0.01529669 0.00523974 0.01772715 0.01214947
 0.00895416 0.01625555 0.01134471 0.01423161 0.00937136 0.01215673
 0.01074758 0.01117621 0.01411682 0.01698262 0.01146435 0.01124614
 0.00972569 0.00902568 0.01074158 0.0142569  0.00996183 0.01113875
 0.01283789 0.01423746 0.01708513 0.02157337 0.01163982 0.01205181
 0.0170613  0.01300191 0.00897524 0.01335805 0.01719191 0.01190277
 0.01225183 0.01313989 0.01766385 0.01409377 0.01096409 0.01289684
 0.01204742 0.01371477 0.00816036 0.01081885 0.01493882 0.01382286
 0.01431339 0.01138514 0.01314382 0.01250574 0.00923447 0.00809658
 0.01066351 0.00931849 0.00948241 0.01593415 0.01239627 0.01036404
 0.0196389  0.01199797 0.01580343 0.01128462 0.00947223 0.01168841
 0.00902482 0.01039562 0.01104911 0.0106221  0.00995814 0.01562243
 0.01713416 0.01304646 0.01108248 0.01297606 0.01435716 0.01350109
 0.01213611 0.01262182 0.01331896 0.01008645 0.01286074 0.01415784
 0.01126765 0.01372507 0.01316737 0.00817242 0.01245818 0.01082613
 0.00923184 0.01413122 0.01692526 0.0103118  0.01554205 0.01091189
 0.01043679 0.01091492 0.01041931 0.01187028]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.5
C0011609,Drug Eruptions,18,0.013287164913286947,0.0,"[0.00388303 0.00882569 0.00841802 0.00535347 0.00881283 0.00247386
 0.00420223 0.00903802 0.00937185 0.00220613 0.00437354 0.01073572
 0.00271792 0.00840174 0.0041862  0.0045232  0.00494914 0.00413527
 0.00656988 0.00823611 0.00746997 0.00785674 0.00817038 0.00514867
 0.00320446 0.00630819 0.00760179 0.00228495 0.00407572 0.00317952
 0.00311098 0.00530618 0.00739147 0.00484065 0.00285303 0.00312938
 0.00280017 0.00870285 0.00646451 0.00870592 0.00568569 0.00451956
 0.00856385 0.00737823 0.00473764 0.01068655 0.00579343 0.0083805
 0.00411907 0.00973614 0.00672216 0.00940813 0.00634879 0.00620739
 0.006621   0.00349458 0.00755471 0.00820098 0.00983709 0.01353377
 0.00954098 0.00651765 0.00308287 0.00554501 0.00419336 0.0067897
 0.00215766 0.00173993 0.00819926 0.00901086 0.01034121 0.00491247
 0.00868133 0.01261022 0.0068362  0.00401158 0.00774998 0.01003198
 0.00530876 0.00329639 0.00554797 0.00359776 0.01239166 0.00788272
 0.00652898 0.00637913 0.00525868 0.00580823 0.01400251 0.00354988
 0.01117214 0.00476138 0.00332692 0.00436199 0.00236203 0.00580263
 0.00742573 0.00999722 0.00925259 0.00598763]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.02,0.54
C3203358,Hypoventilation,8,0.006071669029542819,0.0,"[0.00979481 0.00679368 0.00515743 0.00657641 0.00655753 0.00871255
 0.00876905 0.00927672 0.00492152 0.0095506  0.01264704 0.00583587
 0.0058097  0.00484155 0.00763567 0.00879075 0.01564237 0.00558757
 0.00621516 0.0054367  0.00638663 0.00719047 0.0060145  0.00363198
 0.0105032  0.00865715 0.01406812 0.01736427 0.00910947 0.00703833
 0.0065936  0.0061407  0.01087999 0.00492533 0.0068484  0.01185888
 0.00652206 0.00885854 0.01152576 0.00256993 0.00830363 0.00568232
 0.00860441 0.01055449 0.00878051 0.01160829 0.0081472  0.01126278
 0.00550208 0.00926841 0.00395294 0.00642382 0.0050962  0.00726854
 0.00761466 0.00749386 0.01553415 0.01267676 0.03060034 0.0065258
 0.00762904 0.0087767  0.00443896 0.00891185 0.00921844 0.01261724
 0.01173021 0.00539545 0.00428263 0.01114696 0.00621141 0.01282343
 0.00490783 0.00523469 0.01147247 0.0078036  0.01479703 0.00752855
 0.00900509 0.00902459 0.00472415 0.01007024 0.01022839 0.00488079
 0.00888635 0.01070547 0.00846601 0.0074681  0.00691948 0.00735046
 0.00459962 0.0153087  0.00189276 0.00909972 0.00464318 0.00586996
 0.00968102 0.01138597 0.01361656 0.00775806]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00189394 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.74,0.48
