,data,data,loo_ptest[DP],loo_ptest[DP],loo_ptest[DP],lci_dpp[d=1][DP],lci_dpp[d=1][DP],lci_dpp[d=1][DP],lci_dpp[d=1][DP],lci_dpp[d=8][DP],lci_dpp[d=8][DP],lci_dpp[d=8][DP],lci_dpp[d=8][DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],subgraph_metrics[DP],subgraph_metrics[DP],subgraph_metrics[DP]
C0558242,Stretched skin,,9.0,0.0,1.0,0.1111111111111111,0.1111111111111111,0.7847106202173958,0.010936538629007429,0.1111111111111111,0.1111111111111111,0.4845280820081266,0.02874847578348725,0.222222222222,0.0,0.7598668605490001,0.0053833040001700005,0.1111111111111111,0.1111111111111111,0.8591980694263969,0.016692636826761895,0.1111111111111111,0.1111111111111111,0.5998958397788916,0.0046849730999807574,0.1111111111111111,0.0,0.5490378070663944,0.0017506513678029756,0.0,0.0,0.6811356557968772,0.0007677609076955725,0.9810725552050472,0.968814715556097,0.16666666666666666
C0563243,Poor coordination,,11.0,0.0,1.0,0.45,0.25,0.7656363130047341,0.2110523818082414,0.45,0.35,0.8515014387821405,0.12450035320118293,0.45,0.45,0.710301216003,0.165472783748,0.0,0.0,0.7407709087533649,0.0019364108480428891,0.0,0.0,0.5769725239023484,0.00034203742185853016,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.2,0.1,0.5826232247284879,0.00995029340837149,0.9934853420195441,0.8527914680455684,0.07272727272727272
C0566620,Nasal voice,,39.0,0.26,1.0,0.0,0.0,0.7451894925178919,0.0012054020161779155,0.05,0.0,0.7237070901880596,0.002320432478090305,0.025,0.025,0.664859652384,0.00168560015251,0.025,0.0,0.6976202094370605,0.0011325053149274903,0.0,0.0,0.5905393159215542,0.0005661214468440098,0.05,0.0,0.5182893391579144,0.001463371837411516,0.0,0.0,0.5813001518108869,0.00040382514874385015,0.9866008462623412,0.6947617709629511,0.02564102564102564
C0566899,Small labia majora,,16.0,0.0,0.0,0.35,0.25,0.8461085836312148,0.03890907551631277,0.4,0.25,0.8683057889605867,0.02742560109859744,0.35,0.2,0.80257996379,0.059856382756000005,0.3,0.1,0.8631609488881669,0.013848283902883849,0.1,0.0,0.7086521052875909,0.002605427276806137,0.25,0.2,0.6195301982266376,0.023170782559912187,0.05,0.05,0.7552365256951858,0.002728158034456943,0.9752650176678446,0.9138141276892257,0.11666666666666667
C0575059,Spastic tetraparesis,,12.0,0.59,1.0,0.0,0.0,0.7324077512183801,0.0008282912322810262,0.1,0.0,0.6544546298445114,0.0017270267439599206,0.0,0.0,0.631363425389,0.00038217545493699997,0.0,0.0,0.742763982362497,0.0008146998944082606,0.0,0.0,0.5873590160129961,0.0006845014697867142,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.4268043629612439,0.00030064990849806335,0.9771615008156608,0.9836451836451836,0.10606060606060606
C0575071,Gowers sign present,,24.0,0.07,1.0,0.13333333333333333,0.08333333333333333,0.7052078979550765,0.010030439081302066,0.03333333333333333,0.03333333333333333,0.6862617842381461,0.0034108923556431065,0.133333333333,0.05,0.680860771839,0.0043848150090100005,0.2333333333333333,0.18333333333333326,0.8011161163485502,0.0661819188624309,0.18333333333333326,0.1,0.6779679252000805,0.011107126761886759,0.1,0.1,0.5685769129553089,0.018670105900498408,0.05,0.05,0.6456810476942367,0.003356968254682319,0.9718309859154929,0.939395498392283,0.05434782608695652
C0575081,Gait abnormality,,136.0,0.0,0.0,0.0945054945054945,0.014835164835164838,0.7953671322841762,0.011355240135381507,0.12417582417582415,0.029120879120879118,0.7856443379224762,0.009533654152449677,0.0521978021978,0.0148351648352,0.724214337784,0.00411313533582,0.045054945054945054,0.014835164835164838,0.7561183669511945,0.017648783086557988,0.007692307692307694,0.0,0.6134539075601585,0.0011529640040524314,0.02967032967032967,0.014835164835164838,0.5080156783602001,0.0027522191570355423,0.0071428571428571435,0.0071428571428571435,0.5933434941884594,0.0038757309824097226,0.9731898595659312,0.5305001406771259,0.01601307189542484
C0575158,Kyphoscoliosis deformity of spine,,60.0,0.0,1.0,0.16666666666666666,0.05,0.7951059062504846,0.022915735195870642,0.16666666666666666,0.06666666666666668,0.8301542075638461,0.027259001659430616,0.08333333333330001,0.0166666666667,0.7346556108600001,0.0035878087985,0.03333333333333333,0.016666666666666666,0.7908483354266487,0.004705579480807761,0.016666666666666666,0.0,0.6309895954474267,0.0009350091710733396,0.0,0.0,0.5181180319734536,0.0007150579991955076,0.03333333333333333,0.016666666666666666,0.6761175978043448,0.002699696832494623,0.9781052631578948,0.6998885987610296,0.029378531073446332
C0575167,Deformity of neck,,19.0,0.42,1.0,0.2,0.15,0.7716860897019222,0.12735187698813005,0.25,0.15,0.8414325842696629,0.12870353633668352,0.2,0.1,0.668839957285,0.0103842230508,0.1,0.0,0.7517782523911227,0.0019919944882457546,0.0,0.0,0.4767132509982357,8.820820068435815e-05,0.0,0.0,0.4930355650478225,8.820820068435815e-05,0.0,0.0,0.6009216268920048,0.0008176809017895559,0.989113530326594,0.9306148253516676,0.04093567251461988
C0575802,Small hand,,35.0,0.11,1.0,0.11666666666666665,0.05833333333333333,0.8256295883282222,0.007330365304415662,0.11666666666666665,0.05,0.7928286559489515,0.005135192929594961,0.09166666666670001,0.09166666666670001,0.7702598891060001,0.041232228304,0.0,0.0,0.773451971625933,0.0013405630418608574,0.0,0.0,0.5657859786884738,0.0005237259277018288,0.03333333333333333,0.03333333333333333,0.5099061425518074,0.002118735862580382,0.0,0.0,0.5533845212650621,0.0006726392237971919,0.982475355969332,0.7913201593710726,0.04033613445378152
C0576093,Knee joint valgus deformity,,55.0,0.0,1.0,0.13666666666666666,0.10333333333333332,0.8409040244318359,0.029011270703947694,0.13666666666666666,0.08666666666666667,0.8808646482497753,0.03576030693124062,0.156666666667,0.0866666666667,0.7669711344679999,0.011803314174600002,0.08333333333333333,0.03333333333333333,0.7917919263324343,0.02040768215775221,0.10333333333333332,0.016666666666666666,0.5803670201221591,0.003977487667564771,0.016666666666666666,0.016666666666666666,0.5113935912938332,0.016996079343676845,0.07333333333333332,0.016666666666666666,0.6855680091774409,0.011653439776580404,0.9751332149200712,0.8829965364589306,0.018855218855218854
C0576860,Narrowing of ear canal,,13.0,0.31,1.0,0.2,0.0,0.7345537040475307,0.006151386290656817,0.2,0.0,0.7263124303750464,0.006510750282629914,0.0,0.0,0.684582714445,0.00192845592557,0.2,0.1,0.7457668028221315,0.011510749075932405,0.2,0.0,0.5879270330486446,0.0037387527066480774,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.15,0.0,0.633958410694393,0.0033210885170831235,0.9840000000000001,0.9749142246470556,0.07692307692307693
C0578038,Thin lips,,48.0,0.0,1.0,0.06999999999999999,0.02,0.8321484029940954,0.005083462850602771,0.065,0.02,0.8768782835092287,0.00547627183614075,0.085,0.0,0.798394857966,0.00337424931242,0.045,0.02,0.7982663071272491,0.003098151488168884,0.02,0.0,0.6562658654516714,0.0014023646587967447,0.085,0.02,0.5559461155795248,0.0032103689707089684,0.02,0.02,0.6584213585010925,0.00224846856739737,0.9785998165698564,0.7906109482666012,0.031028368794326237
C0578626,blue iris (physical finding),,17.0,0.0,1.0,0.3,0.1,0.8071668987929435,0.01877892984632248,0.25,0.2,0.8137082172701952,0.017050213596408764,0.25,0.15,0.81056174559,0.0118356589188,0.3,0.15,0.8423456360259982,0.015683770765067488,0.15,0.0,0.7107648560817085,0.0052561779022025105,0.05,0.05,0.5183855617455896,0.05007427415870995,0.15,0.1,0.7899373259052924,0.00569104718549661,0.970384995064166,0.9547074593912632,0.11029411764705882
C0578682,Madarosis of eyebrow,,13.0,0.06,1.0,0.05,0.0,0.7433960731526179,0.0017706243409399101,0.15,0.05,0.8053994151503898,0.0058688695275562214,0.0,0.0,0.704791357222,0.000581882644894,0.0,0.0,0.7106386929075381,0.001096941101865984,0.0,0.0,0.5617793817304122,0.0006844433428792912,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.0,0.0,0.6379873746750836,0.0003218368384848988,0.9773371104815864,0.9621993127147768,0.10256410256410256
C0581342,Redundant skin,,27.0,0.33,1.0,0.06666666666666668,0.03333333333333333,0.7786723951076018,0.03519381549763775,0.13333333333333333,0.06666666666666668,0.8480213655364608,0.0399781857288244,0.0333333333333,0.0333333333333,0.709650874748,0.00295694945496,0.0,0.0,0.7530778758321721,0.0007182695813193397,0.0,0.0,0.5133844248335655,0.0002554558338987533,0.0,0.0,0.5095959126799814,0.00027295319877756194,0.05,0.05,0.5927953243536149,0.013051480993260176,0.9874134675896792,0.9107029976378216,0.028490028490028487
C0581354,Recurrent sinusitis,,22.0,0.23,1.0,0.1,0.05,0.6136293630523955,0.026436597075056682,0.05,0.05,0.5978635554523645,0.0033484865792429144,0.15,0.0,0.575447333798,0.00325077500957,0.05,0.0,0.5734556148904884,0.002168350745983036,0.05,0.0,0.5380078941258416,0.0012573618681767525,0.0,0.0,0.5178105409798004,0.00029911822626337866,0.0,0.0,0.5494946211593531,0.00038153917284571416,0.9880418535127056,0.9791406445166124,0.017316017316017316
C0581381,Recurrent upper respiratory tract infection,,21.0,0.0,0.0,0.5166666666666666,0.2333333333333333,0.9653727092620108,0.06532836054739337,0.4666666666666666,0.2833333333333333,0.9337210562159484,0.08117006382005021,0.5666666666669999,0.316666666667,0.9445161589899999,0.109819677072,0.5666666666666667,0.2333333333333333,0.968989134472511,0.033521863186671885,0.15,0.0,0.8798105497771175,0.00596001552066979,0.3333333333333333,0.18333333333333326,0.6616502600297177,0.020407622181996408,0.35,0.16666666666666666,0.8666465453194651,0.05032078208970845,0.969007263922518,0.8276557145736747,0.1523809523809524
C0584837,Choanal stenosis,,11.0,0.45,1.0,0.2,0.2,0.7073842012438505,0.15015614835568766,0.2,0.2,0.7798779355796899,0.02525092100500276,0.2,0.2,0.645047804697,0.036773051909500004,0.0,0.0,0.7098626195117423,0.0007020360681340052,0.0,0.0,0.4917200408428479,5.105075966009834e-05,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.0,0.0,0.7268356075373619,0.0005195269069413894,0.9770642201834864,0.9852714099061646,0.09090909090909093
C0587246,Muscle weakness of limb,,21.0,0.0,0.0,0.18333333333333326,0.08333333333333333,0.7671731828875681,0.010729348498683377,0.18333333333333326,0.05,0.8221903634224864,0.015942634043880445,0.05,0.0,0.72499226102,0.0024556142655300004,0.08333333333333333,0.08333333333333333,0.7480273340762753,0.0075436617636344015,0.08333333333333333,0.0,0.7179764889796929,0.0023987320690654346,0.03333333333333333,0.03333333333333333,0.534901637568103,0.008726427127053828,0.0,0.0,0.5599275631500744,0.0005443062063745487,0.9844559585492229,0.868914492999465,0.07142857142857142
C0595929,Serum cholesterol raised,,21.0,0.0,1.0,0.2,0.1,0.834590143635463,0.026361707377663333,0.2,0.1,0.8176638342000991,0.031340962204929636,0.3,0.1,0.809851721149,0.0199409452066,0.1,0.05,0.8091567607726597,0.00818609001779592,0.1,0.0,0.6244725885339277,0.00298483411121406,0.05,0.0,0.5182566400445766,0.0009857156288714793,0.15,0.1,0.7802508977216445,0.006700190491935853,0.9768888888888888,0.9499433106575964,0.061904761904761914
C0595939,Stillbirth,,16.0,0.03,1.0,0.05,0.05,0.8031173111740403,0.003247898572755493,0.05,0.0,0.8363887470405273,0.0020311733074879095,0.0,0.0,0.7512569054359999,0.000766358052803,0.0,0.0,0.8080520867183509,0.001418304753114882,0.0,0.0,0.6243140986955108,0.0006702394853899987,0.0,0.0,0.49303653497980604,7.427092644376604e-05,0.0,0.0,0.6796318648159325,0.0004892447802670943,0.9871703492516036,0.8979801318742497,0.075
C0596263,Carcinogenesis,,9.0,0.02,1.0,0.0,0.0,0.7168646742157044,0.0014600372098469466,0.1111111111111111,0.0,0.7626023554648019,0.002478754453818529,0.33333333333299997,0.222222222222,0.905193573005,0.01137302345,0.0,0.0,0.8989955242043602,0.0009824581988304043,0.0,0.0,0.5893457500567209,0.00040933135556720906,0.1111111111111111,0.0,0.6039127116721326,0.0018721175093473878,0.0,0.0,0.7896427613802776,0.00037758222443562975,0.9866412213740458,0.933363502658672,0.19444444444444445
C0597167,Islets of Langerhans hyperplasia,,11.0,0.0,1.0,0.4,0.2,0.9448087812122901,0.02489650211448343,0.65,0.1,0.9717952288127728,0.02748376287371064,0.4,0.2,0.9354184071289999,0.030294521113400003,0.2,0.2,0.9078668894458368,0.05716424290890301,0.2,0.1,0.6681356168198274,0.007226139476455729,0.1,0.1,0.5437250533741762,0.033379743075682436,0.1,0.0,0.6571799870045483,0.002337190771340952,0.973741794310722,0.9703163881976538,0.10909090909090907
C0598608,Hyperhomocysteinemia,inherited metabolic disorder,11.0,0.0,1.0,0.0,0.0,0.8678896314861226,0.0021199393805628173,0.35,0.15,0.8703819734521488,0.029004300580443537,0.15,0.0,0.85567390699,0.00242211305832,0.05,0.0,0.807864568829481,0.002292164691991485,0.0,0.0,0.5660540239487608,0.001031708578245492,0.1,0.0,0.5433862433862433,0.0013621992160333142,0.0,0.0,0.6425717070453912,0.00026346269620947875,0.9674134419551936,0.9772585019820572,0.14545454545454545
C0600031,Congenital absence of spleen,,9.0,0.51,1.0,0.0,0.0,0.5999190437885445,0.0002287458849445079,0.0,0.0,0.6543556504341729,0.000212063059568758,0.0,0.0,0.5434018109440001,0.000145779809455,0.0,0.0,0.5799558608171937,0.00021115391278612205,0.0,0.0,0.490063527421983,4.6405865701424656e-05,0.0,0.0,0.4930387971041397,4.6405865701424656e-05,0.0,0.0,0.5655590619392366,0.0009806394000140717,0.9881889763779528,0.9785577020329724,0.08333333333333333
C0600104,Obsessive compulsive behavior,,25.0,0.0,1.0,0.15,0.15,0.7899390055111771,0.06996641917787008,0.16666666666666666,0.11666666666666665,0.8680467830825439,0.06481946595709484,0.15,0.116666666667,0.7391014923520001,0.07490099203919999,0.11666666666666665,0.0,0.7617762709765311,0.0019574346736794283,0.0,0.0,0.598695352653415,0.0009659686432129508,0.11666666666666665,0.08333333333333333,0.5687592885008359,0.009883516428877423,0.0,0.0,0.6271216483992818,0.0011870867273412126,0.9845047039291644,0.7646956540639229,0.04666666666666667
C0600427,Cocaine Dependence,,43.0,0.0,0.0,0.06999999999999999,0.045,0.7812896253602306,0.007193653241445132,0.145,0.06999999999999999,0.7631512038672492,0.019100222130452545,0.2,0.05,0.77868887701,0.00962245927681,0.16499999999999998,0.025,0.7942421214093149,0.01575975501119234,0.115,0.025,0.750624709491494,0.006334019614299871,0.04,0.04,0.5133066840197081,0.024190535346606142,0.19,0.06999999999999999,0.8050244027145116,0.011709945722673998,0.9592356687898088,0.9178114873059108,0.035437430786267994
C0600467,Neurogenic Inflammation,,12.0,0.13,1.0,0.3,0.3,0.7425342306799722,0.11399573834623633,0.4,0.3,0.8086400556973776,0.15683622001443298,0.2,0.1,0.705855186818,0.007245542805040001,0.3,0.2,0.7385889997679277,0.033716596736104616,0.0,0.0,0.6768960315618473,0.0007771210481545419,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.7081178927825482,0.00046267278395317166,0.9938603223330776,0.9390414738718852,0.12121212121212123
C0677050,Manganese Poisoning,,11.0,0.01,1.0,0.1,0.1,0.7782186948853614,0.012642879127784662,0.1,0.1,0.49176645316996204,0.05099615824549324,0.2,0.0,0.770611714471,0.004475834066310001,0.1,0.1,0.7922352176738141,0.006985551853834285,0.0,0.0,0.6434430984869581,0.0005461650033473028,0.1,0.0,0.5434744268077601,0.0018007957072613847,0.0,0.0,0.740135059871902,0.000326190964965575,0.9838274932614556,0.8949405584738733,0.21818181818181814
C0677776,Hereditary Breast and Ovarian Cancer Syndrome,monogenic ,14.0,0.0,0.0,0.85,0.7,0.997973819802256,0.20376217483584194,0.85,0.2,0.9959151464512837,0.0491046156523734,0.95,0.6,0.995854802024,0.358243771763,0.95,0.4,0.9964211112658404,0.2418622294764771,0.0,0.0,0.9742213247922759,0.003260353697597865,0.45,0.15,0.7706331523000511,0.02297347741789282,0.7,0.4,0.9613192220210742,0.142344118464297,0.9708770741618692,0.7869165139236503,0.4725274725274725
C0677886,Epithelial ovarian cancer,cancer,9.0,0.75,1.0,0.1111111111111111,0.1111111111111111,0.6346064599962874,0.02795666097885457,0.1111111111111111,0.1111111111111111,0.6809061939236433,0.05580066280931805,0.0,0.0,0.554356681723,0.000507782661945,0.0,0.0,0.6243167708268877,0.0011718489594061035,0.0,0.0,0.5838412433224017,0.0005913562027128607,0.1111111111111111,0.0,0.6046243013014871,0.003681357211971806,0.0,0.0,0.5075284120207083,0.00013995760267646523,0.9953161592505856,0.9603534383403765,0.08333333333333333
C0678222,Breast Carcinoma,,26.0,0.0,0.0,0.45,0.1,0.9185120678711314,0.03247662521172892,0.36666666666666653,0.2,0.7225651386373138,0.06892944024010972,0.35,0.2,0.903671450467,0.034105238816499996,0.3333333333333333,0.15,0.9043193534903162,0.019281294915063456,0.0,0.0,0.8150089793011626,0.0010794168432937145,0.15,0.03333333333333333,0.6270888486368493,0.0050116737464467286,0.0,0.0,0.8231851748641494,0.0030287885942626067,0.9792952418873184,0.6606841441787921,0.16
C0678230,Congenital Epicanthus,,175.0,0.0,0.0,0.0973856209150327,0.028758169934640525,0.8296386674271867,0.01505937451987609,0.13137254901960785,0.028758169934640525,0.8825956320232704,0.015373986369548138,0.0470588235294,0.011764705882399999,0.76726041787,0.00620320356902,0.0565359477124183,0.02222222222222222,0.7911345243051545,0.007713342643717116,0.016993464052287584,0.0,0.6912727735686299,0.002483873724315745,0.04084967320261438,0.023202614379084968,0.524874795426854,0.0029574941197605784,0.01111111111111111,0.005555555555555555,0.6421863909720656,0.002384179281574415,0.9590316573556796,0.4614707663485605,0.015172413793103447
C0683322,Mental impairment,,95.0,0.0,0.0,0.12333333333333335,0.07111111111111111,0.8033839395727849,0.021201957550064952,0.11333333333333336,0.05,0.7911958862692717,0.019473814113779873,0.0922222222222,0.0522222222222,0.757026786361,0.018674059006599998,0.09222222222222223,0.0811111111111111,0.7700997111173238,0.015163204954101391,0.05222222222222221,0.0,0.6285346193271829,0.0031495090052931643,0.031111111111111114,0.031111111111111114,0.5087901614222553,0.031539585632700935,0.031111111111111114,0.0,0.7271818925439277,0.0023819915235845928,0.9585030056234244,0.7295231328145593,0.023964165733482642
C0684276,Hypsarrhythmia,,25.0,0.02,1.0,0.1,0.06666666666666668,0.8492201529506472,0.0075056437919856734,0.06666666666666668,0.03333333333333333,0.7645995882097962,0.004773831354521713,0.0333333333333,0.0,0.770582543811,0.00141863764935,0.1,0.03333333333333333,0.8388994674592853,0.007557798678396244,0.06666666666666668,0.0,0.620708325592916,0.002171827415672276,0.03333333333333333,0.03333333333333333,0.5099092823085021,0.0020722329526013093,0.1,0.03333333333333333,0.6577860858257478,0.008018050375713228,0.9792130660727544,0.9435497614178596,0.04666666666666667
C0685381,Congenital hypoplasia of radius,,23.0,0.3,1.0,0.0,0.0,0.6611815423671092,0.0008484615927127682,0.03333333333333333,0.0,0.648180396891737,0.001864061640624249,0.0,0.0,0.667811368069,0.0012152015840999999,0.05,0.0,0.7338557629794744,0.0024203467818107163,0.05,0.0,0.6577389244915018,0.0017648827870717203,0.03333333333333333,0.0,0.5097829788551437,0.00043885314384290163,0.0,0.0,0.625051855979691,0.0007664475422013232,0.9818913480885312,0.5262309702251499,0.07114624505928854
C0685409,Congenital Camptodactyly,,38.0,0.61,1.0,0.08333333333333333,0.025,0.7712430487785988,0.003700575917627368,0.19166666666666665,0.08333333333333333,0.8422310903542606,0.009644353472101236,0.05833333333330001,0.05833333333330001,0.673497451864,0.00892975800809,0.05,0.0,0.7504224948495128,0.0022689214664691915,0.0,0.0,0.6527500890685751,0.0006337801134416036,0.03333333333333333,0.0,0.5222888300261784,0.0006959020360738709,0.0,0.0,0.5715387177223229,0.0003839963514447096,0.981981981981982,0.7859430813865736,0.04267425320056899
C0685695,Abnormal lung lobation,,9.0,0.0,1.0,0.2222222222222222,0.2222222222222222,0.8948961491656869,0.0497268882963204,0.2222222222222222,0.2222222222222222,0.9033578780190996,0.0218463358446299,0.111111111111,0.111111111111,0.8965719943070001,0.023870590368699998,0.1111111111111111,0.0,0.8756368211538065,0.0051586907904392475,0.1111111111111111,0.0,0.6513004558298784,0.002046550279663207,0.0,0.0,0.4930387971041397,4.6405865701424656e-05,0.0,0.0,0.8391291792999608,0.0009262301092858613,0.986046511627907,0.9401870514028856,0.16666666666666666
C0685840,Congenital hypoplasia of ovary,,29.0,0.0,0.0,0.3666666666666666,0.2333333333333333,0.8375085160411248,0.1488475284696938,0.31666666666666665,0.2333333333333333,0.8618109748544531,0.11981144826084622,0.3,0.266666666667,0.817711817168,0.091855570861,0.31666666666666665,0.21666666666666665,0.8014848878979313,0.030278861592121488,0.4333333333333333,0.03333333333333333,0.7661042208596556,0.014553242200407268,0.2333333333333333,0.2333333333333333,0.6112922705314009,0.08799900408287636,0.2,0.13333333333333333,0.7350644122383253,0.03135521074045861,0.9345794392523364,0.9497559333445548,0.06896551724137931
C0685891,Congenital hypoplasia of thymus,,15.0,0.36,1.0,0.1,0.1,0.7327801504038624,0.00606867245616966,0.15,0.1,0.6394044192739764,0.00757513624047281,0.05,0.0,0.681339940581,0.0012331058942,0.1,0.05,0.7471230619255409,0.0067846815071202745,0.05,0.0,0.6099120323089778,0.001990020972475673,0.0,0.0,0.4930368582304336,6.962603088540491e-05,0.0,0.0,0.525519914585461,0.0003706541712838303,0.9850374064837906,0.9724963341655768,0.057142857142857134
C0687120,Nephronophthisis,monogenic ,18.0,0.0,1.0,0.25,0.15,0.7067006360555272,0.02429449867519586,0.25,0.15,0.7694658526393983,0.04394513370897584,0.25,0.15,0.7961917916339999,0.025283449187599998,0.1,0.1,0.7773527090394168,0.03541138300055625,0.1,0.05,0.6580087283532199,0.004659160930438851,0.2,0.15,0.5942499651794421,0.0731068871245991,0.05,0.05,0.8344189609545476,0.027635217924656258,0.978743961352657,0.9602536096755288,0.0718954248366013
C0687149,Pure gonadal dysgenesis,,19.0,0.0,1.0,0.0,0.0,0.7914383879654564,0.0017887171846999363,0.1,0.0,0.8488183675364473,0.004956754187987075,0.05,0.0,0.744203268641,0.00143852375554,0.1,0.1,0.771037236512211,0.006623794091835092,0.0,0.0,0.6069888104745103,0.001816888899471587,0.05,0.05,0.5183849475345901,0.05008356567515047,0.05,0.0,0.6237812238833689,0.0023027402180331104,0.978206202849958,0.9447826616339948,0.07602339181286549
C0694550,Recurrent pneumonia,,29.0,0.0,1.0,0.25,0.06666666666666668,0.8248745819397992,0.01963592907537027,0.18333333333333326,0.06666666666666668,0.6914166047318221,0.017858637905464294,0.316666666667,0.1,0.8080151430689999,0.01414741165,0.25,0.15,0.8346649324910193,0.01470003132531703,0.0,0.0,0.6791956986250464,0.0019830114512099377,0.13333333333333333,0.06666666666666668,0.5604298278211323,0.009617768786630516,0.03333333333333333,0.0,0.814923200792766,0.002991332792761341,0.9800260529743812,0.8668085220998195,0.056650246305418726
C0694563,Excessive daytime somnolence,,13.0,1.0,1.0,0.15,0.1,0.6172136093575938,0.009551246091825234,0.35,0.0,0.6631359079093948,0.005970897487702622,0.25,0.0,0.601546834385,0.00545864755851,0.15,0.0,0.5888089491273673,0.005102451025688275,0.15,0.05,0.5712808670627554,0.006955816757109849,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.05,0.0,0.6775366691422205,0.0015610099216679524,0.97196261682243,0.9965095986038396,0.038461538461538464
C0699743,Congenital muscular dystrophy (disorder),,14.0,0.0,1.0,0.3,0.3,0.7469375203082208,0.03380308801563818,0.25,0.05,0.6527120178248155,0.015352076577012659,0.2,0.1,0.728653158799,0.00899315426326,0.15,0.0,0.7525483915889152,0.005195893501273725,0.15,0.05,0.6177226941465905,0.005042320554425203,0.0,0.0,0.4930371814510514,6.498156648788272e-05,0.1,0.0,0.7593464234322054,0.0028165597273859385,0.9720279720279721,0.9883636363636364,0.06593406593406594
C0699791,Stomach Carcinoma,cancer,11.0,0.0,1.0,0.35,0.0,0.9302956465237168,0.009259187903022744,0.25,0.1,0.8570129026269375,0.0305209657761115,0.35,0.05,0.916453169962,0.00845542812424,0.0,0.0,0.8861644852872923,0.0015727058865339493,0.0,0.0,0.5796319502459854,0.00043181160694559376,0.1,0.0,0.5433351898264179,0.001195835029705425,0.05,0.0,0.9175113710201429,0.0038574733662758358,0.9854280510018216,0.9415070242656448,0.14545454545454545
C0700078,Decreased tendon reflex,,122.0,0.0,0.0,0.07435897435897436,0.0,0.8176099776904536,0.007298721955450156,0.08333333333333334,0.03333333333333333,0.8170843875042616,0.010752214853207041,0.0410256410256,0.0160256410256,0.7738077102509999,0.006633165846710001,0.04935897435897437,0.008333333333333333,0.8078797258258419,0.005254174839618903,0.0,0.0,0.7266775074315313,0.0020402921981135897,0.016666666666666666,0.0,0.5014205738278517,0.0009147663739839793,0.016025641025641024,0.016025641025641024,0.641191586968354,0.0023990896743079585,0.9574930563941552,0.5901668579226499,0.023845007451564832
C0700208,Acquired scoliosis,,281.0,0.0,0.0,0.0853448275862069,0.024876847290640398,0.8086754589227022,0.010506241639720044,0.12820197044334974,0.024753694581280787,0.7848232345333256,0.019063471262089533,0.0285714285714,0.0107142857143,0.7405234117489999,0.0061233010316599995,0.042733990147783237,0.0071428571428571435,0.7795325794368548,0.006513912958818073,0.0,0.0,0.6913761585940169,0.002708388883747013,0.010591133004926107,0.007019704433497536,0.5072173328119198,0.00243399738431259,0.017857142857142856,0.0035714285714285718,0.6298040901795496,0.0030460918449680533,0.9460773947980544,0.5488062031563293,0.012963904422979157
C0700590,Increased sweating,,81.0,0.0,0.0,0.17222222222222222,0.04861111111111111,0.8415815587425758,0.014588200125671063,0.2208333333333333,0.07222222222222223,0.8918645619916805,0.01975627605480946,0.14722222222200002,0.0986111111111,0.805933852518,0.07294589926799999,0.09861111111111112,0.025,0.8195344350799859,0.0071077599007603265,0.025,0.0,0.7271097193766685,0.002662199328620295,0.04861111111111111,0.036111111111111115,0.5362290722460215,0.0058645070709432146,0.0125,0.0,0.743764615798514,0.002032768943641546,0.9632566234770836,0.7085558960276397,0.029320987654320983
C0702166,Acne,integumentary system ,34.0,0.64,1.0,0.08333333333333333,0.03333333333333333,0.7206273521349253,0.007841871296011374,0.14166666666666666,0.03333333333333333,0.7685954173055181,0.008509728034873949,0.025,0.025,0.642767039911,0.0020269728853,0.05,0.0,0.6841497080642414,0.0017170584380598595,0.0,0.0,0.5575384472424848,0.0004839624938878337,0.025,0.0,0.5056590623983646,0.0007485378406651684,0.0,0.0,0.5423241028976754,0.000409254433400312,0.9854067858445824,0.8450479233226837,0.035650623885918005
C0728829,Congenital pes cavus,,88.0,0.0,1.0,0.04583333333333333,0.0,0.7824381795974558,0.0030188610638158496,0.06805555555555556,0.0125,0.7640827084012607,0.004182090336342301,0.0333333333333,0.011111111111099999,0.7429405965189999,0.00446448533513,0.0,0.0,0.7435067875644987,0.0016574389198237814,0.0,0.0,0.6015857166146537,0.0007222596543613143,0.0,0.0,0.504769926664286,0.0005213280060551332,0.01111111111111111,0.01111111111111111,0.6569904409976143,0.0021943488337771047,0.9783575452119776,0.6280989209182893,0.019070010449320798
